source	target	dir	penwidth	style
FACOAE100	dca_c[c]	forward	1	solid
ACOAD4f	fadh2_c[c]	both	1	solid
dcamp_c[c]	ADSL1r	both	1	solid
ADSL1r	amp_c[c]	both	1	solid
ADSL1r	fum_c[c]	both	1	solid
dcdp_c[c]	NDPK7	both	1	solid
dcmp_c[c]	CYTK2	both	1	solid
dcmp_c[c]	NTD3	forward	1	solid
NTD3	dcyt_c[c]	forward	1	solid
dcmp_e[e]	DCMPtex	both	1	solid
DCMPtex	dcmp_p[p]	both	1	solid
dcmp_p[p]	NTD3pp	forward	1	solid
NTD3pp	dcyt_p[p]	forward	1	solid
dctp_c[c]	NTPP3	forward	1	solid
NTPP3	dcmp_c[c]	forward	1	solid
dctp_c[c]	DCTPD	forward	1	solid
DCTPD	dutp_c[c]	forward	1	solid
dcyt_c[c]	DCYTD	forward	1	solid
DCYTD	duri_c[c]	forward	1	solid
dcyt_e[e]	DCYTtex	both	1	solid
DCYTtex	dcyt_p[p]	both	1	solid
dcyt_p[p]	DCYTt2pp	forward	1	solid
DCYTt2pp	dcyt_c[c]	forward	1	solid
G3PAT120	1ddecg3p_c[c]	forward	1	solid
3OAS140	3omrsACP_c[c]	forward	1	solid
3OAS140	co2_c[c]	forward	1	solid
FA120ACPHi	ddca_c[c]	forward	1	solid
AACPS7	ddca_c[c]	back	1	solid
EDTXS1	kdo2lipid4L_c[c]	forward	1	solid
ddca_c[c]	2AGPEAT120	forward	1	solid
ddca_c[c]	2AGPGAT120	forward	1	solid
ddca_e[e]	DDCAtexi	forward	1	solid
DDCAtexi	ddca_p[p]	forward	1	solid
ddca_p[p]	FACOAL120t2pp	forward	1	solid
ddcacoa_c[c]	ACOAD5f	both	1	solid
ACOAD5f	dd2coa_c[c]	both	1	solid
FACOAE120	ddca_c[c]	forward	1	solid
ACOAD5f	fadh2_c[c]	both	1	solid
dgdp_c[c]	NDPK5	both	1	solid
dgmp_c[c]	DGK1	both	1	solid
dgmp_c[c]	NTD8	forward	1	solid
NTD8	dgsn_c[c]	forward	1	solid
dgmp_e[e]	DGMPtex	both	1	solid
DGMPtex	dgmp_p[p]	both	1	solid
dgmp_p[p]	NTD8pp	forward	1	solid
NTD8pp	dgsn_p[p]	forward	1	solid
dgsn_c[c]	PUNP4	both	1	solid
PUNP4	2dr1p_c[c]	both	1	solid
PUNP4	gua_c[c]	both	1	solid
dgsn_e[e]	DGSNtex	both	1	solid
DGSNtex	dgsn_p[p]	both	1	solid
dgsn_p[p]	DGSNt2pp	forward	1	solid
DGSNt2pp	dgsn_c[c]	forward	1	solid
dgtp_c[c]	NTPP1	forward	1	solid
NTPP1	dgmp_c[c]	forward	1	solid
dgtp_c[c]	NTPTP1	forward	1	solid
NTPTP1	dgsn_c[c]	forward	1	solid
dha_c[c]	DHAPT	forward	1	solid
DHAPT	dhap_c[c]	forward	1	solid
DHAPT	pyr_c[c]	forward	1	solid
dha_e[e]	DHAtex	both	1	solid
DHAtex	dha_p[p]	both	1	solid
dha_p[p]	DHAtpp	both	1	solid
DHAtpp	dha_c[c]	both	1	solid
dhap_c[c]	TPI	both	1	solid
TPI	g3p_c[c]	both	1	solid
dhap_c[c]	MGSA	forward	1	solid
MGSA	mthgxl_c[c]	forward	1	solid
dhap_c[c]	QULNS	forward	1	solid
QULNS	quln_c[c]	forward	1	solid
dhcinnm_c[c]	DHCINDO	forward	1	solid
DHCINDO	hkntd_c[c]	forward	1	solid
dhf_c[c]	DHFR	both	1	solid
DHFR	nadp_c[c]	both	1	solid
DHFR	thf_c[c]	both	1	solid
dhna_c[c]	DHNAOT4	forward	1	solid
DHNAOT4	2dmmql8_c[c]	forward	1	solid
DHNAOT4	co2_c[c]	forward	1	solid
dhnpt_c[c]	DHNPA2r	forward	1	solid
DHNPA2r	6hmhpt_c[c]	forward	1	solid
DHNPA2r	gcald_c[c]	forward	1	solid
dhor__S_c[c]	DHORTS	both	1	solid
DHORTS	cbasp_c[c]	both	1	solid
dhor__S_c[c]	DHORD5	forward	1	solid
DHORD5	mql8_c[c]	forward	1	solid
dhor__S_c[c]	DHORD2	forward	1	solid
DHORD2	orot_c[c]	forward	1	solid
DHORD5	orot_c[c]	forward	1	solid
DHORD2	q8h2_c[c]	forward	1	solid
dhpmp_c[c]	DNMPPA	forward	1	solid
DNMPPA	dhnpt_c[c]	forward	1	solid
dhpppn_c[c]	HPPPNDO	forward	1	solid
HPPPNDO	hkndd_c[c]	forward	1	solid
dhpt_c[c]	DHFS	forward	1	solid
dhptd_c[c]	DHPTDCs	forward	1	solid
DHPTDCs	hmfurn_c[c]	forward	1	solid
dimp_c[c]	NTD12	forward	1	solid
NTD12	din_c[c]	forward	1	solid
dimp_e[e]	DIMPtex	both	1	solid
DIMPtex	dimp_p[p]	both	1	solid
dimp_p[p]	NTD12pp	forward	1	solid
NTD12pp	din_p[p]	forward	1	solid
din_c[c]	PUNP6	both	1	solid
PUNP6	2dr1p_c[c]	both	1	solid
PUNP6	hxan_c[c]	both	1	solid
din_e[e]	DINStex	both	1	solid
DINStex	din_p[p]	both	1	solid
din_p[p]	DINSt2pp	forward	1	solid
DINSt2pp	din_c[c]	forward	1	solid
ditp_c[c]	NTP11	forward	1	solid
NTP11	didp_c[c]	forward	1	solid
ditp_c[c]	NTPP10	forward	1	solid
NTPP10	dimp_c[c]	forward	1	solid
dkmpp_c[c]	DKMPPD	forward	1	solid
DKMPPD	2kmb_c[c]	forward	1	solid
dkmpp_c[c]	DKMPPD3	forward	1	solid
DKMPPD3	2kmb_c[c]	forward	1	solid
DKMPPD	for_c[c]	forward	1	solid
DKMPPD3	for_c[c]	forward	1	solid
DKMPPD3	nadh_c[c]	forward	1	solid
dmbzid_c[c]	NNDMBRT	forward	1	solid
NNDMBRT	5prdmbz_c[c]	forward	1	solid
NNDMBRT	nac_c[c]	forward	1	solid
RBFSb	ribflv_c[c]	forward	1	solid
dmpp_c[c]	DMATT	forward	1	solid
DMATT	grdp_c[c]	forward	1	solid
dms_e[e]	DMStex	both	1	solid
DMStex	dms_p[p]	both	1	solid
dmso_c[c]	DMSOR2	forward	1	solid
dmso_c[c]	DMSOR1	forward	1	solid
DMSOR1	dms_c[c]	forward	1	solid
DMSOR1	mqn8_c[c]	forward	1	solid
dmso_e[e]	DMSOtex	both	1	solid
DMSOtex	dmso_p[p]	both	1	solid
dmso_p[p]	DMSOR2pp	forward	1	solid
dmso_p[p]	DMSOR1pp	forward	1	solid
DMSOR1pp	dms_p[p]	forward	1	solid
DMSOR1pp	mqn8_c[c]	forward	1	solid
dnad_c[c]	NADS1	forward	1	solid
dopa_e[e]	DOPAtex	both	1	solid
DOPAtex	dopa_p[p]	both	1	solid
dopa_p[p]	42A12BOOXpp	forward	1	solid
42A12BOOXpp	34dhpac_p[p]	forward	1	solid
dpcoa_c[c]	TPRDCOAS	forward	1	solid
dpcoa_c[c]	DPCOAK	forward	1	solid
dscl_c[c]	SHCHD2	forward	1	solid
SHCHD2	nadh_c[c]	forward	1	solid
SHCHD2	scl_c[c]	forward	1	solid
dtbt_c[c]	BTS4	forward	1	solid
dtdp4aaddg_c[c]	AADDGT	forward	1	solid
AADDGT	dtdp_c[c]	forward	1	solid
AADDGT	unagamuf_c[c]	forward	1	solid
dtdp4addg_c[c]	TDPADGAT	forward	1	solid
dtdp4d6dg_c[c]	TDPAGTA	forward	1	solid
TDPAGTA	dtdp4addg_c[c]	forward	1	solid
dtdp4d6dg_c[c]	TDPDRE	forward	1	solid
TDPDRE	dtdp4d6dm_c[c]	forward	1	solid
dtdp4d6dm_c[c]	TDPDRR	forward	1	solid
TDPDRR	dtdprmn_c[c]	forward	1	solid
TDPDRR	nadp_c[c]	forward	1	solid
dtdp_c[c]	NDPK4	both	1	solid
dtdpglu_c[c]	TDPGDH	forward	1	solid
TDPGDH	dtdp4d6dg_c[c]	forward	1	solid
dtdprmn_c[c]	RHAT1	forward	1	solid
RHAT1	dtdp_c[c]	forward	1	solid
RHAT1	icolipa_c[c]	forward	1	solid
dtmp_c[c]	DTMPK	both	1	solid
dtmp_c[c]	NTD5	forward	1	solid
NTD5	thymd_c[c]	forward	1	solid
TMDK1	thymd_c[c]	back	1	solid
dtmp_e[e]	DTMPtex	both	1	solid
DTMPtex	dtmp_p[p]	both	1	solid
dtmp_p[p]	NTD5pp	forward	1	solid
NTD5pp	thymd_p[p]	forward	1	solid
dttp_c[c]	G1PTT	forward	1	solid
G1PTT	dtdpglu_c[c]	forward	1	solid
dttp_c[c]	NTPP7	forward	1	solid
NTPP7	dtmp_c[c]	forward	1	solid
dudp_c[c]	NDPK6	both	1	solid
dump_c[c]	URIDK2r	both	1	solid
dump_c[c]	TMDS	forward	1	solid
TMDS	dhf_c[c]	forward	1	solid
TMDS	dtmp_c[c]	forward	1	solid
dump_c[c]	NTD1	forward	1	solid
NTD1	duri_c[c]	forward	1	solid
DURIK1	duri_c[c]	back	1	solid
dump_e[e]	DUMPtex	both	1	solid
DUMPtex	dump_p[p]	both	1	solid
dump_p[p]	NTD1pp	forward	1	solid
NTD1pp	duri_p[p]	forward	1	solid
duri_c[c]	DURIPP	both	1	solid
DURIPP	2dr1p_c[c]	both	1	solid
DURIPP	ura_c[c]	both	1	solid
duri_e[e]	DURItex	both	1	solid
DURItex	duri_p[p]	both	1	solid
duri_p[p]	DURIt2pp	forward	1	solid
DURIt2pp	duri_c[c]	forward	1	solid
dutp_c[c]	DUTPDP	forward	1	solid
DUTPDP	dump_c[c]	forward	1	solid
dxyl5p_c[c]	DXPRIi	forward	1	solid
DXPRIi	2me4p_c[c]	forward	1	solid
dxyl5p_c[c]	THZPSN	forward	1	solid
dxyl5p_c[c]	PDX5PS	forward	1	solid
PDX5PS	co2_c[c]	forward	1	solid
PDX5PS	nadh_c[c]	forward	1	solid
DXPRIi	nadp_c[c]	forward	1	solid
PDX5PS	pdx5p_c[c]	forward	1	solid
dxyl_c[c]	DXYLK	forward	1	solid
e4p_c[c]	DDPA	forward	1	solid
DDPA	2dda7p_c[c]	forward	1	solid
e4p_c[c]	E4PD	both	1	solid
E4PD	4per_c[c]	both	1	solid
e4p_c[c]	TKT2	both	1	solid
TKT2	f6p_c[c]	both	1	solid
e4p_c[c]	TALA	both	1	solid
TALA	g3p_c[c]	both	1	solid
TKT2	g3p_c[c]	both	1	solid
E4PD	nadh_c[c]	both	1	solid
eca2und_p[p]	ECAP2pp	forward	1	solid
ECAP2pp	eca3und_p[p]	forward	1	solid
ECAP2pp	udcpdp_p[p]	forward	1	solid
eca3und_p[p]	ECAP3pp	forward	1	solid
ECAP3pp	eca4und_p[p]	forward	1	solid
ECAP3pp	udcpdp_p[p]	forward	1	solid
eca4colipa_p[p]	ECA4COLIPAtex	forward	1	solid
ECA4COLIPAtex	eca4colipa_e[e]	forward	1	solid
eca4und_p[p]	ECA4OALpp	forward	1	solid
eig3p_c[c]	IGPDH	forward	1	solid
IGPDH	imacp_c[c]	forward	1	solid
enlipa_p[p]	ENLIPAtex	forward	1	solid
ENLIPAtex	enlipa_e[e]	forward	1	solid
enter_c[c]	ENTERES	forward	1	solid
ENTERES	23dhbzs_c[c]	forward	1	solid
enter_c[c]	FEENTERtpp	forward	1	solid
FEENTERtpp	enter_p[p]	forward	1	solid
enter_e[e]	FEENTERexs	forward	1	solid
FEENTERexs	feenter_e[e]	forward	1	solid
enter_p[p]	FEENTERtex	forward	1	solid
FEENTERtex	enter_e[e]	forward	1	solid
etha_c[c]	ETHAAL	forward	1	solid
ETHAAL	acald_c[c]	forward	1	solid
etha_e[e]	ETHAtex	both	1	solid
ETHAtex	etha_p[p]	both	1	solid
etha_p[p]	ETHAt2pp	forward	1	solid
ETHAt2pp	etha_c[c]	forward	1	solid
ethso3_c[c]	FDMO3	forward	1	solid
FDMO3	acald_c[c]	forward	1	solid
FDMO3	fmn_c[c]	forward	1	solid
ethso3_e[e]	ETHSO3tex	both	1	solid
ETHSO3tex	ethso3_p[p]	both	1	solid
ethso3_p[p]	ETHSO3abcpp	forward	1	solid
etoh_c[c]	ALCD2x	both	1	solid
ALCD2x	acald_c[c]	both	1	solid
ALCD2x	nadh_c[c]	both	1	solid
etoh_e[e]	ETOHtex	both	1	solid
ETOHtex	etoh_p[p]	both	1	solid
etoh_p[p]	ETOHt2rpp	both	1	solid
ETOHt2rpp	etoh_c[c]	both	1	solid
f1p_c[c]	FRUK	forward	1	solid
f6p_c[c]	PFK	forward	1	solid
f6p_c[c]	F6PA	both	1	solid
F6PA	dha_c[c]	both	1	solid
f6p_c[c]	FBP	back	1	solid
FBP	fdp_c[c]	back	1	solid
f6p_c[c]	F6PP	forward	1	solid
F6PP	fru_c[c]	forward	1	solid
HEX7	fru_c[c]	back	1	solid
F6PA	g3p_c[c]	both	1	solid
f6p_c[c]	TALA	both	1	solid
f6p_c[c]	GF6PTA	forward	1	solid
GF6PTA	gam6p_c[c]	forward	1	solid
f6p_c[c]	G6PDA	back	1	solid
G6PDA	gam6p_c[c]	back	1	solid
GF6PTA	glu__L_c[c]	forward	1	solid
f6p_e[e]	F6Ptex	both	1	solid
F6Ptex	f6p_p[p]	both	1	solid
f6p_p[p]	F6Pt6_2pp	forward	1	solid
F6Pt6_2pp	f6p_c[c]	forward	1	solid
fad_c[c]	PROD2	forward	1	solid
fad_c[c]	ACOAD1f	both	1	solid
fad_c[c]	ACOAD4f	both	1	solid
fad_c[c]	ACOAD5f	both	1	solid
fad_c[c]	DAAD	forward	1	solid
fad_c[c]	FADRx	forward	1	solid
FADRx	fadh2_c[c]	forward	1	solid
fad_c[c]	FADRx2	forward	1	solid
FADRx2	fadh2_c[c]	forward	1	solid
PROD2	fadh2_c[c]	forward	1	solid
fad_c[c]	ACOAD2f	both	1	solid
ACOAD2f	fadh2_c[c]	both	1	solid
fad_c[c]	ACOAD3f	both	1	solid
ACOAD3f	fadh2_c[c]	both	1	solid
fad_c[c]	ACOAD6f	both	1	solid
ACOAD6f	fadh2_c[c]	both	1	solid
fad_c[c]	ACOAD7f	both	1	solid
ACOAD7f	fadh2_c[c]	both	1	solid
fad_c[c]	ACOAD8f	both	1	solid
ACOAD8f	fadh2_c[c]	both	1	solid
ARBTNR1	fadh2_c[c]	back	1	solid
CPGNR1	fadh2_c[c]	back	1	solid
fad_c[c]	FE3HOXR1	back	1	solid
FE3HOXR1	fadh2_c[c]	back	1	solid
fad_c[c]	FE3Ri	back	1	solid
FE3Ri	fadh2_c[c]	back	1	solid
fad_c[c]	FECRMR1	back	1	solid
FECRMR1	fadh2_c[c]	back	1	solid
fad_c[c]	FEENTERR1	back	1	solid
FEENTERR1	fadh2_c[c]	back	1	solid
fad_c[c]	FEOXAMR1	back	1	solid
FEOXAMR1	fadh2_c[c]	back	1	solid
ACOAD7f	hdd2coa_c[c]	both	1	solid
ACOAD2f	hx2coa_c[c]	both	1	solid
FADRx	nad_c[c]	forward	1	solid
FADRx2	nadp_c[c]	forward	1	solid
ACOAD3f	oc2coa_c[c]	both	1	solid
ACOAD8f	od2coa_c[c]	both	1	solid
ACOAD6f	td2coa_c[c]	both	1	solid
FEENTERR1	enter_c[c]	forward	1	solid
FE3HOXR1	fe3hox_un_c[c]	forward	1	solid
FECRMR1	fecrm_un_c[c]	forward	1	solid
FEOXAMR1	feoxam_un_c[c]	forward	1	solid
fald_c[c]	FALGTHLs	both	1	solid
FALGTHLs	hmgth_c[c]	both	1	solid
fald_e[e]	FALDtex	both	1	solid
FALDtex	fald_p[p]	both	1	solid
fald_p[p]	FALDtpp	both	1	solid
FALDtpp	fald_c[c]	both	1	solid
fc1p_c[c]	FCLPA	both	1	solid
FCLPA	dhap_c[c]	both	1	solid
FCLPA	lald__L_c[c]	both	1	solid
fcl__L_c[c]	FCLK	forward	1	solid
fdp_c[c]	FBA	both	1	solid
FBA	dhap_c[c]	both	1	solid
FBA	g3p_c[c]	both	1	solid
fe3dcit_e[e]	FE3DCITtonex	forward	1	solid
FE3DCITtonex	fe3dcit_p[p]	forward	1	solid
fe3dcit_p[p]	FE3DCITabcpp	forward	1	solid
fe3dhbzs_c[c]	FE3DHBZR	forward	1	solid
FE3DHBZR	23dhbzs_c[c]	forward	1	solid
fe3dhbzs_e[e]	FE3DHBZStonex	forward	1	solid
FE3DHBZStonex	fe3dhbzs_p[p]	forward	1	solid
fe3dhbzs_p[p]	FE3DHBZSabcpp	forward	1	solid
fe3hox_c[c]	FE3HOXR1	forward	1	solid
fe3hox_c[c]	FE3HOXR2	forward	1	solid
FE3HOXR2	fe3hox_un_c[c]	forward	1	solid
fe3hox_c[c]	FE3HOXR3	forward	1	solid
FE3HOXR3	fe3hox_un_c[c]	forward	1	solid
FE3HOXR2	fmn_c[c]	forward	1	solid
FE3HOXR3	ribflv_c[c]	forward	1	solid
fe3hox_e[e]	FE3HOXtonex	forward	1	solid
FE3HOXtonex	fe3hox_p[p]	forward	1	solid
fe3hox_p[p]	FE3HOXabcpp	forward	1	solid
fe3hox_un_c[c]	FE3HOXUtex	forward	1	solid
FE3HOXUtex	fe3hox_un_p[p]	forward	1	solid
fe3hox_un_e[e]	FE3HOXexs	forward	1	solid
FE3HOXexs	fe3hox_e[e]	forward	1	solid
fe3hox_un_p[p]	FE3HOXUtpp	forward	1	solid
FE3HOXUtpp	fe3hox_un_e[e]	forward	1	solid
fecrm_c[c]	FECRMR1	forward	1	solid
fecrm_c[c]	FECRMR2	forward	1	solid
FECRMR2	fecrm_un_c[c]	forward	1	solid
fecrm_c[c]	FECRMR3	forward	1	solid
FECRMR3	fecrm_un_c[c]	forward	1	solid
FECRMR2	fmn_c[c]	forward	1	solid
FECRMR3	ribflv_c[c]	forward	1	solid
fecrm_e[e]	FECRMtonex	forward	1	solid
FECRMtonex	fecrm_p[p]	forward	1	solid
fecrm_p[p]	FECRMabcpp	forward	1	solid
fecrm_un_c[c]	FECRMUtpp	forward	1	solid
FECRMUtpp	fecrm_un_p[p]	forward	1	solid
fecrm_un_e[e]	FECRMexs	forward	1	solid
FECRMexs	fecrm_e[e]	forward	1	solid
fecrm_un_p[p]	FECRMUtex	forward	1	solid
FECRMUtex	fecrm_un_e[e]	forward	1	solid
feenter_c[c]	ENTERES2	forward	1	solid
ENTERES2	23dhbzs_c[c]	forward	1	solid
feenter_c[c]	FEENTERR1	forward	1	solid
feenter_c[c]	FEENTERR2	forward	1	solid
FEENTERR2	enter_c[c]	forward	1	solid
feenter_c[c]	FEENTERR3	forward	1	solid
FEENTERR3	enter_c[c]	forward	1	solid
FEENTERR2	fmn_c[c]	forward	1	solid
FEENTERR3	ribflv_c[c]	forward	1	solid
feenter_e[e]	FEENTERtonex	forward	1	solid
FEENTERtonex	feenter_p[p]	forward	1	solid
feenter_p[p]	FEENTERabcpp	forward	1	solid
feoxam_c[c]	FEOXAMR1	forward	1	solid
feoxam_c[c]	FEOXAMR2	forward	1	solid
FEOXAMR2	feoxam_un_c[c]	forward	1	solid
feoxam_c[c]	FEOXAMR3	forward	1	solid
FEOXAMR3	feoxam_un_c[c]	forward	1	solid
FEOXAMR2	fmn_c[c]	forward	1	solid
FEOXAMR3	ribflv_c[c]	forward	1	solid
feoxam_e[e]	FEOXAMtonex	forward	1	solid
FEOXAMtonex	feoxam_p[p]	forward	1	solid
feoxam_p[p]	FEOXAMabcpp	forward	1	solid
feoxam_un_c[c]	FEOXAMUtpp	forward	1	solid
FEOXAMUtpp	feoxam_un_p[p]	forward	1	solid
feoxam_un_e[e]	FEOXAMexs	forward	1	solid
FEOXAMexs	feoxam_e[e]	forward	1	solid
feoxam_un_p[p]	FEOXAMUtex	forward	1	solid
FEOXAMUtex	feoxam_un_e[e]	forward	1	solid
fgam_c[c]	PRFGS	forward	1	solid
fmn_c[c]	FMNAT	forward	1	solid
fmn_c[c]	FMNRx	forward	1	solid
FMNRx	fmnh2_c[c]	forward	1	solid
fmn_c[c]	FMNRx2	forward	1	solid
FMNRx2	fmnh2_c[c]	forward	1	solid
ARBTNR2	fmnh2_c[c]	back	1	solid
CPGNR2	fmnh2_c[c]	back	1	solid
fmn_c[c]	FDMO	back	1	solid
FDMO	fmnh2_c[c]	back	1	solid
fmn_c[c]	FDMO2	back	1	solid
FDMO2	fmnh2_c[c]	back	1	solid
FDMO3	fmnh2_c[c]	back	1	solid
FDMO4	fmnh2_c[c]	back	1	solid
fmn_c[c]	FDMO6	back	1	solid
FDMO6	fmnh2_c[c]	back	1	solid
FE3HOXR2	fmnh2_c[c]	back	1	solid
FECRMR2	fmnh2_c[c]	back	1	solid
FEENTERR2	fmnh2_c[c]	back	1	solid
FEOXAMR2	fmnh2_c[c]	back	1	solid
FMNRx	nad_c[c]	forward	1	solid
FMNRx2	nadp_c[c]	forward	1	solid
FDMO2	fald_c[c]	forward	1	solid
FDMO	gcald_c[c]	forward	1	solid
FDMO6	glx_c[c]	forward	1	solid
for_c[c]	GART	forward	1	solid
for_c[c]	FHL	forward	1	solid
FHL	co2_c[c]	forward	1	solid
for_c[c]	FORtppi	forward	1	solid
FORtppi	for_p[p]	forward	1	solid
for_c[c]	FORt2pp	back	1	solid
FORt2pp	for_p[p]	back	1	solid
for_e[e]	FORtex	both	1	solid
FORtex	for_p[p]	both	1	solid
for_p[p]	FDH4pp_1	forward	1	solid
FDH4pp_1	co2_c[c]	forward	1	solid
for_p[p]	FDH5pp_1	forward	1	solid
FDH5pp_1	co2_c[c]	forward	1	solid
FDH5pp_1	mql8_c[c]	forward	1	solid
FDH4pp_1	q8h2_c[c]	forward	1	solid
fpram_c[c]	PRAIS	forward	1	solid
frdp_c[c]	HEMEOS	forward	1	solid
HEMEOS	hemeO_c[c]	forward	1	solid
frdp_c[c]	OCTDPS	forward	1	solid
OCTDPS	octdp_c[c]	forward	1	solid
frdp_c[c]	UDCPDPS	forward	1	solid
UDCPDPS	udcpdp_c[c]	forward	1	solid
fru_e[e]	FRUtex	both	1	solid
FRUtex	fru_p[p]	both	1	solid
fru_p[p]	FRUptspp	forward	1	solid
FRUptspp	f1p_c[c]	forward	1	solid
fru_p[p]	FRUpts2pp	forward	1	solid
FRUpts2pp	f6p_c[c]	forward	1	solid
FRUpts2pp	pyr_c[c]	forward	1	solid
FRUptspp	pyr_c[c]	forward	1	solid
frulys_c[c]	FRULYSK	forward	1	solid
frulys_e[e]	FRULYStex	both	1	solid
FRULYStex	frulys_p[p]	both	1	solid
frulys_p[p]	FRULYSt2pp	forward	1	solid
FRULYSt2pp	frulys_c[c]	forward	1	solid
frulysp_c[c]	FRULYSDG	both	1	solid
FRULYSDG	g6p_c[c]	both	1	solid
FRULYSDG	lys__L_c[c]	both	1	solid
fruur_e[e]	FRUURtex	both	1	solid
FRUURtex	fruur_p[p]	both	1	solid
fruur_p[p]	FRUURt2rpp	both	1	solid
FRUURt2rpp	fruur_c[c]	both	1	solid
fuc__L_c[c]	FCI	both	1	solid
FCI	fcl__L_c[c]	both	1	solid
fuc__L_e[e]	FUCtex	both	1	solid
FUCtex	fuc__L_p[p]	both	1	solid
fuc__L_p[p]	FUCtpp	both	1	solid
FUCtpp	fuc__L_c[c]	both	1	solid
fum_c[c]	FRD3	forward	1	solid
fum_c[c]	ASPO5	forward	1	solid
fum_c[c]	FUM	both	1	solid
FUM	mal__L_c[c]	both	1	solid
fum_c[c]	FRD2	forward	1	solid
FRD2	mqn8_c[c]	forward	1	solid
fum_c[c]	PPPGO3	forward	1	solid
PPPGO3	ppp9_c[c]	forward	1	solid
FRD2	succ_c[c]	forward	1	solid
PPPGO3	succ_c[c]	forward	1	solid
fum_c[c]	SUCDi	back	1	solid
SUCDi	succ_c[c]	back	1	solid
fum_c[c]	SUCFUMtpp	both	1	solid
SUCFUMtpp	succ_c[c]	both	1	solid
fum_e[e]	FUMtex	both	1	solid
FUMtex	fum_p[p]	both	1	solid
fum_p[p]	FUMt2_2pp	forward	1	solid
FUMt2_2pp	fum_c[c]	forward	1	solid
fum_p[p]	FUMt2_3pp	forward	1	solid
FUMt2_3pp	fum_c[c]	forward	1	solid
fum_p[p]	SUCFUMtpp	both	1	solid
SUCFUMtpp	succ_p[p]	both	1	solid
g1p_c[c]	GLGC	forward	1	solid
g1p_c[c]	G1PTT	forward	1	solid
g1p_c[c]	PGMT	both	1	solid
PGMT	g6p_c[c]	both	1	solid
g1p_c[c]	GALUi	forward	1	solid
GALUi	udpg_c[c]	forward	1	solid
g1p_c[c]	UGLT	both	1	solid
UGLT	udpg_c[c]	both	1	solid
g1p_e[e]	G1Ptex	both	1	solid
G1Ptex	g1p_p[p]	both	1	solid
g1p_p[p]	G1PPpp	forward	1	solid
G1PPpp	glc__D_p[p]	forward	1	solid
g3p_c[c]	GAPD	both	1	solid
GAPD	13dpg_c[c]	both	1	solid
g3p_c[c]	DXPS	forward	1	solid
DXPS	co2_c[c]	forward	1	solid
DXPS	dxyl5p_c[c]	forward	1	solid
GAPD	nadh_c[c]	both	1	solid
g3pc_c[c]	GPDDA1	forward	1	solid
GPDDA1	chol_c[c]	forward	1	solid
GPDDA1	glyc3p_c[c]	forward	1	solid
g3pc_e[e]	G3PCtex	both	1	solid
G3PCtex	g3pc_p[p]	both	1	solid
g3pc_p[p]	G3PCabcpp	forward	1	solid
g3pc_p[p]	GPDDA1pp	forward	1	solid
GPDDA1pp	chol_p[p]	forward	1	solid
GPDDA1pp	glyc3p_p[p]	forward	1	solid
g3pe_c[c]	GPDDA2	forward	1	solid
GPDDA2	etha_c[c]	forward	1	solid
GPDDA2	glyc3p_c[c]	forward	1	solid
g3pe_e[e]	G3PEtex	both	1	solid
G3PEtex	g3pe_p[p]	both	1	solid
g3pe_p[p]	G3PEabcpp	forward	1	solid
g3pe_p[p]	GPDDA2pp	forward	1	solid
GPDDA2pp	etha_p[p]	forward	1	solid
GPDDA2pp	glyc3p_p[p]	forward	1	solid
g3pg_c[c]	GPDDA4	forward	1	solid
GPDDA4	glyc3p_c[c]	forward	1	solid
GPDDA4	glyc_c[c]	forward	1	solid
g3pg_e[e]	G3PGtex	both	1	solid
G3PGtex	g3pg_p[p]	both	1	solid
g3pg_p[p]	G3PGabcpp	forward	1	solid
g3pg_p[p]	GPDDA4pp	forward	1	solid
GPDDA4pp	glyc3p_p[p]	forward	1	solid
GPDDA4pp	glyc_p[p]	forward	1	solid
g3pi_c[c]	GPDDA5	forward	1	solid
GPDDA5	glyc3p_c[c]	forward	1	solid
GPDDA5	inost_c[c]	forward	1	solid
g3pi_e[e]	G3PItex	both	1	solid
G3PItex	g3pi_p[p]	both	1	solid
g3pi_p[p]	G3PIabcpp	forward	1	solid
g3pi_p[p]	GPDDA5pp	forward	1	solid
GPDDA5pp	glyc3p_p[p]	forward	1	solid
GPDDA5pp	inost_p[p]	forward	1	solid
g3ps_c[c]	GPDDA3	forward	1	solid
GPDDA3	glyc3p_c[c]	forward	1	solid
GPDDA3	ser__L_c[c]	forward	1	solid
g3ps_e[e]	G3PStex	both	1	solid
G3PStex	g3ps_p[p]	both	1	solid
g3ps_p[p]	G3PSabcpp	forward	1	solid
g3ps_p[p]	GPDDA3pp	forward	1	solid
GPDDA3pp	glyc3p_p[p]	forward	1	solid
GPDDA3pp	ser__L_p[p]	forward	1	solid
g6p_c[c]	G6PDH2r	both	1	solid
G6PDH2r	6pgl_c[c]	both	1	solid
g6p_c[c]	PGI	both	1	solid
PGI	f6p_c[c]	both	1	solid
g6p_c[c]	G6PP	forward	1	solid
G6PP	glc__D_c[c]	forward	1	solid
HEX1	glc__D_c[c]	back	1	solid
G6PDH2r	nadph_c[c]	both	1	solid
g6p_c[c]	TRE6PS	forward	1	solid
TRE6PS	tre6p_c[c]	forward	1	solid
g6p_c[c]	TRE6PH	back	1	solid
TRE6PH	tre6p_c[c]	back	1	solid
TRE6PS	udp_c[c]	forward	1	solid
