source	target	dir	penwidth	style
asn__L_p[p]	ASNabcpp	forward	1	solid
ASNabcpp	asn__L_c[c]	forward	1	solid
asn__L_p[p]	ASNt2rpp	both	1	solid
ASNt2rpp	asn__L_c[c]	both	1	solid
asn__L_p[p]	ASNNpp	forward	1	solid
ASNNpp	asp__L_p[p]	forward	1	solid
asp__L_c[c]	PRASCSi	forward	1	solid
asp__L_c[c]	ASPK	both	1	solid
ASPK	4pasp_c[c]	both	1	solid
asp__L_c[c]	ASP1DC	forward	1	solid
ASP1DC	ala_B_c[c]	forward	1	solid
asp__L_c[c]	ARGSS	forward	1	solid
ARGSS	amp_c[c]	forward	1	solid
ASNS1	amp_c[c]	forward	1	solid
ASNS2	amp_c[c]	forward	1	solid
asp__L_c[c]	ASPTRS	forward	1	solid
ASPTRS	amp_c[c]	forward	1	solid
ARGSS	argsuc_c[c]	forward	1	solid
ASPTRS	asptrna_c[c]	forward	1	solid
asp__L_c[c]	ASPCT	forward	1	solid
ASPCT	cbasp_c[c]	forward	1	solid
ASP1DC	co2_c[c]	forward	1	solid
asp__L_c[c]	ADSS	forward	1	solid
ADSS	dcamp_c[c]	forward	1	solid
asp__L_c[c]	ASPT	forward	1	solid
ASPT	fum_c[c]	forward	1	solid
ADSS	gdp_c[c]	forward	1	solid
ASNS1	glu__L_c[c]	forward	1	solid
asp__L_c[c]	ASPTA	both	1	solid
asp__L_c[c]	ASPO3	forward	1	solid
ASPO3	iasp_c[c]	forward	1	solid
asp__L_c[c]	ASPO4	forward	1	solid
ASPO4	iasp_c[c]	forward	1	solid
asp__L_c[c]	ASPO5	forward	1	solid
ASPO5	iasp_c[c]	forward	1	solid
asp__L_c[c]	ASPO6	forward	1	solid
ASPO6	iasp_c[c]	forward	1	solid
ASPO4	mql8_c[c]	forward	1	solid
ASPO3	q8h2_c[c]	forward	1	solid
ASPO5	succ_c[c]	forward	1	solid
asp__L_e[e]	ASPtex	both	1	solid
ASPtex	asp__L_p[p]	both	1	solid
asp__L_p[p]	ASPabcpp	forward	1	solid
ASPabcpp	asp__L_c[c]	forward	1	solid
asp__L_p[p]	ASPt2_2pp	forward	1	solid
ASPt2_2pp	asp__L_c[c]	forward	1	solid
asp__L_p[p]	ASPt2_3pp	forward	1	solid
ASPt2_3pp	asp__L_c[c]	forward	1	solid
asp__L_p[p]	ASPt2pp	forward	1	solid
ASPt2pp	asp__L_c[c]	forward	1	solid
aspsa_c[c]	DHDPS	forward	1	solid
DHDPS	23dhdp_c[c]	forward	1	solid
aspsa_c[c]	ASAD	both	1	solid
ASAD	4pasp_c[c]	both	1	solid
ASAD	nadph_c[c]	both	1	solid
athr__L_c[c]	ATHRDHr	both	1	solid
ATHRDHr	2aobut_c[c]	both	1	solid
athr__L_c[c]	THRA2	forward	1	solid
THRA2	acald_c[c]	forward	1	solid
THRA2	gly_c[c]	forward	1	solid
ATHRDHr	nadph_c[c]	both	1	solid
atp_c[c]	DHBS	forward	1	solid
GLYCK2	2pg_c[c]	forward	1	solid
atp_c[c]	TPRDCOAS	forward	1	solid
TPRDCOAS	2tpr3dpcoa_c[c]	forward	1	solid
GLYCK	3pg_c[c]	forward	1	solid
atp_c[c]	THZPSN	forward	1	solid
THZPSN	4hba_c[c]	forward	1	solid
THZPSN	4mpetz_c[c]	forward	1	solid
PNTK	4ppan_c[c]	forward	1	solid
atp_c[c]	HPPK2	forward	1	solid
GNK	6pgc_c[c]	forward	1	solid
atp_c[c]	ACS	forward	1	solid
TPRDCOAS	ade_c[c]	forward	1	solid
atp_c[c]	CBIAT	both	1	solid
CBIAT	adocbi_c[c]	both	1	solid
atp_c[c]	CBLAT	both	1	solid
CBLAT	adocbl_c[c]	both	1	solid
atp_c[c]	GLGC	forward	1	solid
GLGC	adpglc_c[c]	forward	1	solid
atp_c[c]	GMHEPAT	forward	1	solid
GMHEPAT	adphep_DD_c[c]	forward	1	solid
PRAIS	air_c[c]	forward	1	solid
THZPSN	ala__L_c[c]	forward	1	solid
atp_c[c]	ALATRS	forward	1	solid
atp_c[c]	METAT	forward	1	solid
atp_c[c]	2AGPEAT120	forward	1	solid
atp_c[c]	2AGPEAT140	forward	1	solid
atp_c[c]	2AGPEAT141	forward	1	solid
atp_c[c]	2AGPEAT160	forward	1	solid
atp_c[c]	2AGPEAT161	forward	1	solid
atp_c[c]	2AGPEAT180	forward	1	solid
atp_c[c]	2AGPEAT181	forward	1	solid
atp_c[c]	2AGPGAT120	forward	1	solid
atp_c[c]	2AGPGAT140	forward	1	solid
atp_c[c]	2AGPGAT141	forward	1	solid
atp_c[c]	2AGPGAT160	forward	1	solid
atp_c[c]	2AGPGAT161	forward	1	solid
atp_c[c]	2AGPGAT180	forward	1	solid
atp_c[c]	2AGPGAT181	forward	1	solid
atp_c[c]	AACPS1	forward	1	solid
atp_c[c]	AACPS2	forward	1	solid
atp_c[c]	AACPS3	forward	1	solid
atp_c[c]	AACPS4	forward	1	solid
atp_c[c]	AACPS5	forward	1	solid
atp_c[c]	AACPS6	forward	1	solid
atp_c[c]	AACPS7	forward	1	solid
atp_c[c]	AACPS8	forward	1	solid
atp_c[c]	AACPS9	forward	1	solid
atp_c[c]	ARGSS	forward	1	solid
atp_c[c]	ARGTRS	forward	1	solid
atp_c[c]	ASNS1	forward	1	solid
atp_c[c]	ASNS2	forward	1	solid
atp_c[c]	ASNTRS	forward	1	solid
atp_c[c]	ASPTRS	forward	1	solid
atp_c[c]	CYSTRS	forward	1	solid
CYSTRS	amp_c[c]	forward	1	solid
atp_c[c]	FACOAL100t2pp	forward	1	solid
FACOAL100t2pp	amp_c[c]	forward	1	solid
atp_c[c]	FACOAL120t2pp	forward	1	solid
FACOAL120t2pp	amp_c[c]	forward	1	solid
atp_c[c]	FACOAL140t2pp	forward	1	solid
FACOAL140t2pp	amp_c[c]	forward	1	solid
atp_c[c]	FACOAL141t2pp	forward	1	solid
FACOAL141t2pp	amp_c[c]	forward	1	solid
atp_c[c]	FACOAL160t2pp	forward	1	solid
FACOAL160t2pp	amp_c[c]	forward	1	solid
atp_c[c]	FACOAL161t2pp	forward	1	solid
FACOAL161t2pp	amp_c[c]	forward	1	solid
atp_c[c]	FACOAL180t2pp	forward	1	solid
FACOAL180t2pp	amp_c[c]	forward	1	solid
atp_c[c]	FACOAL181t2pp	forward	1	solid
FACOAL181t2pp	amp_c[c]	forward	1	solid
atp_c[c]	FACOAL60t2pp	forward	1	solid
FACOAL60t2pp	amp_c[c]	forward	1	solid
atp_c[c]	FACOAL80t2pp	forward	1	solid
FACOAL80t2pp	amp_c[c]	forward	1	solid
atp_c[c]	GDPDPK	forward	1	solid
atp_c[c]	GLNTRS	forward	1	solid
GLNTRS	amp_c[c]	forward	1	solid
atp_c[c]	GLUTRS	forward	1	solid
GLUTRS	amp_c[c]	forward	1	solid
atp_c[c]	GLYTRS	forward	1	solid
GLYTRS	amp_c[c]	forward	1	solid
atp_c[c]	GMPS2	forward	1	solid
GMPS2	amp_c[c]	forward	1	solid
atp_c[c]	GTPDPK	forward	1	solid
GTPDPK	amp_c[c]	forward	1	solid
atp_c[c]	HISTRS	forward	1	solid
HISTRS	amp_c[c]	forward	1	solid
atp_c[c]	ILETRS	forward	1	solid
ILETRS	amp_c[c]	forward	1	solid
atp_c[c]	LEUTRS	forward	1	solid
LEUTRS	amp_c[c]	forward	1	solid
atp_c[c]	LYSTRS	forward	1	solid
LYSTRS	amp_c[c]	forward	1	solid
atp_c[c]	METTRS	forward	1	solid
METTRS	amp_c[c]	forward	1	solid
atp_c[c]	NADS1	forward	1	solid
NADS1	amp_c[c]	forward	1	solid
atp_c[c]	NTPP6	forward	1	solid
NTPP6	amp_c[c]	forward	1	solid
atp_c[c]	PACCOAL	forward	1	solid
PACCOAL	amp_c[c]	forward	1	solid
atp_c[c]	PANTS	forward	1	solid
atp_c[c]	PHETRS	forward	1	solid
PHETRS	amp_c[c]	forward	1	solid
atp_c[c]	PPS	forward	1	solid
PPS	amp_c[c]	forward	1	solid
atp_c[c]	PROTRS	forward	1	solid
PROTRS	amp_c[c]	forward	1	solid
atp_c[c]	SELNPS	forward	1	solid
SELNPS	amp_c[c]	forward	1	solid
atp_c[c]	SERTRS	forward	1	solid
SERTRS	amp_c[c]	forward	1	solid
atp_c[c]	SERTRS2	forward	1	solid
SERTRS2	amp_c[c]	forward	1	solid
atp_c[c]	SUCBZL	forward	1	solid
SUCBZL	amp_c[c]	forward	1	solid
atp_c[c]	THRTRS	forward	1	solid
THRTRS	amp_c[c]	forward	1	solid
THZPSN	amp_c[c]	forward	1	solid
atp_c[c]	TRPTRS	forward	1	solid
TRPTRS	amp_c[c]	forward	1	solid
atp_c[c]	TYRTRS	forward	1	solid
TYRTRS	amp_c[c]	forward	1	solid
atp_c[c]	VALTRS	forward	1	solid
VALTRS	amp_c[c]	forward	1	solid
atp_c[c]	PRPPS	both	1	solid
atp_c[c]	SADT2	forward	1	solid
SADT2	aps_c[c]	forward	1	solid
BUTSO3abcpp	butso3_c[c]	forward	1	solid
atp_c[c]	ADNCYC	forward	1	solid
ADNCYC	camp_c[c]	forward	1	solid
CBIuabcpp	cbi_c[c]	forward	1	solid
CBL1abcpp	cbl1_c[c]	forward	1	solid
CBPS	cbp_c[c]	forward	1	solid
CBMKr	cbp_c[c]	both	1	solid
CYTK1	cdp_c[c]	both	1	solid
CGLYabcpp	cgly_c[c]	forward	1	solid
CHLabcpp	chol_c[c]	forward	1	solid
FE3DCITabcpp	cit_c[c]	forward	1	solid
PPCK	co2_c[c]	forward	1	solid
THZPSN	co2_c[c]	forward	1	solid
DPCOAK	coa_c[c]	forward	1	solid
COLIPAabcpp	colipa_p[p]	forward	1	solid
CPGNabcpp	cpgn_c[c]	forward	1	solid
CRNDCAL2	crnDcoa_c[c]	forward	1	solid
CRNDabcpp	crn__D_c[c]	forward	1	solid
CRNabcpp	crn_c[c]	forward	1	solid
CRNCAL2	crncoa_c[c]	forward	1	solid
CTBTabcpp	ctbt_c[c]	forward	1	solid
CTBTCAL2	ctbtcoa_c[c]	forward	1	solid
NDPK3	ctp_c[c]	both	1	solid
CTPS2	ctp_c[c]	forward	1	solid
CYSDabcpp	cys__D_c[c]	forward	1	solid
CYSabcpp	cys__L_c[c]	forward	1	solid
CYSabc2pp	cys__L_p[p]	forward	1	solid
CYSTRS	cystrna_c[c]	forward	1	solid
DADK	dadp_c[c]	both	1	solid
NDPK8	datp_c[c]	both	1	solid
atp_c[c]	RNTR1c	forward	1	solid
RNTR1c	datp_c[c]	forward	1	solid
FACOAL100t2pp	dcacoa_c[c]	forward	1	solid
CYTK2	dcdp_c[c]	both	1	solid
NDPK7	dctp_c[c]	both	1	solid
FACOAL120t2pp	ddcacoa_c[c]	forward	1	solid
DGK1	dgdp_c[c]	both	1	solid
NDPK5	dgtp_c[c]	both	1	solid
DHFS	dhf_c[c]	forward	1	solid
atp_c[c]	NNATr	both	1	solid
NNATr	dnad_c[c]	both	1	solid
atp_c[c]	PTPATi	forward	1	solid
PTPATi	dpcoa_c[c]	forward	1	solid
DBTS	dtbt_c[c]	forward	1	solid
DTMPK	dtdp_c[c]	both	1	solid
TMDK1	dtmp_c[c]	forward	1	solid
NDPK4	dttp_c[c]	both	1	solid
URIDK2r	dudp_c[c]	both	1	solid
DURIK1	dump_c[c]	forward	1	solid
NDPK6	dutp_c[c]	both	1	solid
DXYLK	dxyl5p_c[c]	forward	1	solid
ETHSO3abcpp	ethso3_c[c]	forward	1	solid
HEX7	f6p_c[c]	forward	1	solid
atp_c[c]	FMNAT	forward	1	solid
FMNAT	fad_c[c]	forward	1	solid
FCLK	fc1p_c[c]	forward	1	solid
FRUK	fdp_c[c]	forward	1	solid
PFK	fdp_c[c]	forward	1	solid
FE3DHBZSabcpp	fe3dhbzs_c[c]	forward	1	solid
FE3HOXabcpp	fe3hox_c[c]	forward	1	solid
FECRMabcpp	fecrm_c[c]	forward	1	solid
FEENTERabcpp	feenter_c[c]	forward	1	solid
FEOXAMabcpp	feoxam_c[c]	forward	1	solid
GART	fgam_c[c]	forward	1	solid
RBFK	fmn_c[c]	forward	1	solid
PRFGS	fpram_c[c]	forward	1	solid
FRULYSK	frulysp_c[c]	forward	1	solid
G3PCabcpp	g3pc_c[c]	forward	1	solid
G3PEabcpp	g3pe_c[c]	forward	1	solid
G3PGabcpp	g3pg_c[c]	forward	1	solid
G3PIabcpp	g3pi_c[c]	forward	1	solid
G3PSabcpp	g3ps_c[c]	forward	1	solid
HEX1	g6p_c[c]	forward	1	solid
GALKr	gal1p_c[c]	both	1	solid
GALabcpp	gal_c[c]	forward	1	solid
PRAGSr	gar_c[c]	both	1	solid
GK1	gdp_c[c]	both	1	solid
SADT2	gdp_c[c]	forward	1	solid
GTPDPK	gdptp_c[c]	forward	1	solid
GGPTRCS	ggptrc_c[c]	forward	1	solid
GLCabcpp	glc__D_c[c]	forward	1	solid
GLNS	gln__L_c[c]	forward	1	solid
GLNabcpp	gln__L_c[c]	forward	1	solid
GLNTRS	glntrna_c[c]	forward	1	solid
GLU5K	glu5p_c[c]	forward	1	solid
CBPS	glu__L_c[c]	forward	1	solid
CTPS2	glu__L_c[c]	forward	1	solid
GLUabcpp	glu__L_c[c]	forward	1	solid
GMPS2	glu__L_c[c]	forward	1	solid
PRFGS	glu__L_c[c]	forward	1	solid
GLUCYS	glucys_c[c]	forward	1	solid
GLUTRS	glutrna_c[c]	forward	1	solid
GLYBabcpp	glyb_c[c]	forward	1	solid
GLYC3Pabcpp	glyc3p_c[c]	forward	1	solid
GLYK	glyc3p_c[c]	forward	1	solid
GLYTRS	glytrna_c[c]	forward	1	solid
GMHEPK	gmhep17bp_c[c]	forward	1	solid
GMPS2	gmp_c[c]	forward	1	solid
GSNK	gmp_c[c]	forward	1	solid
GTHRDabcpp	gthrd_c[c]	forward	1	solid
GTHS	gthrd_c[c]	forward	1	solid
GTHRDabc2pp	gthrd_p[p]	forward	1	solid
NDPK1	gtp_c[c]	both	1	solid
GSPMDS	gtspmd_c[c]	forward	1	solid
FACOAL161t2pp	hdcoa_c[c]	forward	1	solid
HISabcpp	his__L_c[c]	forward	1	solid
HISTRS	histrna_c[c]	forward	1	solid
FACOAL60t2pp	hxcoa_c[c]	forward	1	solid
ILEabcpp	ile__L_c[c]	forward	1	solid
ILETRS	iletrna_c[c]	forward	1	solid
INSK	imp_c[c]	forward	1	solid
ISETACabcpp	isetac_c[c]	forward	1	solid
atp_c[c]	ATPHs	forward	1	solid
ATPHs	itp_c[c]	forward	1	solid
K2L4Aabcpp	kdo2lipid4_p[p]	forward	1	solid
LEUabcpp	leu__L_c[c]	forward	1	solid
LEUTRS	leutrna_c[c]	forward	1	solid
LIPACabcpp	lipa_cold_p[p]	forward	1	solid
LIPAabcpp	lipa_p[p]	forward	1	solid
TDSK	lipidA_c[c]	forward	1	solid
LYSabcpp	lys__L_c[c]	forward	1	solid
LYSTRS	lystrna_c[c]	forward	1	solid
MALTabcpp	malt_c[c]	forward	1	solid
MALTHXabcpp	malthx_c[c]	forward	1	solid
MALTPTabcpp	maltpt_c[c]	forward	1	solid
MALTTRabcpp	malttr_c[c]	forward	1	solid
MALTTTRabcpp	maltttr_c[c]	forward	1	solid
HEX4	man6p_c[c]	forward	1	solid
METDabcpp	met__D_c[c]	forward	1	solid
METabcpp	met__L_c[c]	forward	1	solid
METSOX2abcpp	metsox_R__L_c[c]	forward	1	solid
METSOX1abcpp	metsox_S__L_c[c]	forward	1	solid
METTRS	mettrna_c[c]	forward	1	solid
MSO3abcpp	mso3_c[c]	forward	1	solid
NADS1	nad_c[c]	forward	1	solid
atp_c[c]	NMNAT	forward	1	solid
NMNAT	nad_c[c]	forward	1	solid
NADK	nadp_c[c]	forward	1	solid
NAMNPP	nicrnt_c[c]	forward	1	solid
FACOAL80t2pp	occoa_c[c]	forward	1	solid
FACOAL181t2pp	odecoa_c[c]	forward	1	solid
ORNabcpp	orn_c[c]	forward	1	solid
PA120abcpp	pa120_p[p]	forward	1	solid
PA140abcpp	pa140_p[p]	forward	1	solid
PA141abcpp	pa141_p[p]	forward	1	solid
PA160abcpp	pa160_p[p]	forward	1	solid
PA161abcpp	pa161_p[p]	forward	1	solid
PA180abcpp	pa180_p[p]	forward	1	solid
PA181abcpp	pa181_p[p]	forward	1	solid
PYDXNK	pdx5p_c[c]	forward	1	solid
PE120abcpp	pe120_p[p]	forward	1	solid
PE140abcpp	pe140_p[p]	forward	1	solid
PE141abcpp	pe141_p[p]	forward	1	solid
PE160abcpp	pe160_p[p]	forward	1	solid
PE161abcpp	pe161_p[p]	forward	1	solid
PE180abcpp	pe180_p[p]	forward	1	solid
PE181abcpp	pe181_p[p]	forward	1	solid
PPCK	pep_c[c]	forward	1	solid
PPS	pep_c[c]	forward	1	solid
PYK	pep_c[c]	back	1	solid
PG120abcpp	pg120_p[p]	forward	1	solid
PG140abcpp	pg140_p[p]	forward	1	solid
PG141abcpp	pg141_p[p]	forward	1	solid
PG160abcpp	pg160_p[p]	forward	1	solid
PG161abcpp	pg161_p[p]	forward	1	solid
PG180abcpp	pg180_p[p]	forward	1	solid
PG181abcpp	pg181_p[p]	forward	1	solid
PGP120abcpp	pgp120_p[p]	forward	1	solid
PGP140abcpp	pgp140_p[p]	forward	1	solid
PGP141abcpp	pgp141_p[p]	forward	1	solid
PGP160abcpp	pgp160_p[p]	forward	1	solid
PGP161abcpp	pgp161_p[p]	forward	1	solid
PGP180abcpp	pgp180_p[p]	forward	1	solid
PGP181abcpp	pgp181_p[p]	forward	1	solid
PACCOAL	phaccoa_c[c]	forward	1	solid
PHEMEabcpp	pheme_p[p]	forward	1	solid
PHETRS	phetrna_c[c]	forward	1	solid
HEPK1	phhlipa_c[c]	forward	1	solid
HSK	phom_c[c]	forward	1	solid
HEPK2	phphhlipa_c[c]	forward	1	solid
FACOAL160t2pp	pmtcoa_c[c]	forward	1	solid
ACCOAL	ppcoa_c[c]	forward	1	solid
GDPDPK	ppgpp_c[c]	forward	1	solid
atp_c[c]	ATPPRT	forward	1	solid
ATPPRT	prbatp_c[c]	forward	1	solid
PROabcpp	pro__L_c[c]	forward	1	solid
PROGLYabcpp	progly_c[c]	forward	1	solid
PROTRS	protrna_c[c]	forward	1	solid
R15BPK	prpp_c[c]	forward	1	solid
PRPPS	prpp_c[c]	both	1	solid
PTRCabcpp	ptrc_c[c]	forward	1	solid
PYDAMK	pyam5p_c[c]	forward	1	solid
PYDXK	pydx5p_c[c]	forward	1	solid
R1PK	r15bp_c[c]	forward	1	solid
RBK	r5p_c[c]	forward	1	solid
RIBabcpp	rib__D_c[c]	forward	1	solid
RMK	rml1p_c[c]	forward	1	solid
RBK_L1	ru5p__L_c[c]	forward	1	solid
SUCBZL	sbzcoa_c[c]	forward	1	solid
atp_c[c]	SERASr	both	1	solid
SERASr	seramp_c[c]	both	1	solid
SERTRS	sertrna_c[c]	forward	1	solid
SERTRS2	sertrna_sec_c[c]	forward	1	solid
SHKK	skm5p_c[c]	forward	1	solid
SPMDabcpp	spmd_c[c]	forward	1	solid
FACOAL180t2pp	stcoa_c[c]	forward	1	solid
SUCOAS	succoa_c[c]	both	1	solid
SULFACabcpp	sulfac_c[c]	forward	1	solid
PFK_2	tagdp__D_c[c]	forward	1	solid
TAURabcpp	taur_c[c]	forward	1	solid
FACOAL140t2pp	tdcoa_c[c]	forward	1	solid
FACOAL141t2pp	tdecoa_c[c]	forward	1	solid
THMabcpp	thm_c[c]	forward	1	solid
TMK	thmmp_c[c]	forward	1	solid
TMPK	thmpp_c[c]	forward	1	solid
THRabcpp	thr__L_c[c]	forward	1	solid
THRTRS	thrtrna_c[c]	forward	1	solid
TRPTRS	trptrna_c[c]	forward	1	solid
TYRTRS	tyrtrna_c[c]	forward	1	solid
UAMAGS	uamag_c[c]	forward	1	solid
UMPK	udp_c[c]	both	1	solid
NDPK2	utp_c[c]	both	1	solid
VALabcpp	val__L_c[c]	forward	1	solid
VALTRS	valtrna_c[c]	forward	1	solid
XYLK	xu5p__D_c[c]	forward	1	solid
XYLK2	xu5p__L_c[c]	forward	1	solid
XYLabcpp	xyl__D_c[c]	forward	1	solid
bbtcoa_c[c]	CRNBTCT	both	1	solid
CRNBTCT	crncoa_c[c]	both	1	solid
CRNBTCT	gbbtn_c[c]	both	1	solid
betald_c[c]	BETALDHx	forward	1	solid
BETALDHx	glyb_c[c]	forward	1	solid
betald_c[c]	BETALDHy	forward	1	solid
BETALDHy	glyb_c[c]	forward	1	solid
BETALDHx	nadh_c[c]	forward	1	solid
BETALDHy	nadph_c[c]	forward	1	solid
bglycogen_c[c]	GLCP2	forward	1	solid
GLCP2	g1p_c[c]	forward	1	solid
bglycogen_c[c]	GLDBRAN2	forward	1	solid
GLDBRAN2	glycogen_c[c]	forward	1	solid
bglycogen_c[c]	GLBRAN2	back	1	solid
GLBRAN2	glycogen_c[c]	back	1	solid
btal_c[c]	ALDD4	forward	1	solid
ALDD4	but_c[c]	forward	1	solid
ALDD4	nadh_c[c]	forward	1	solid
btcoa_c[c]	ACOAD1f	both	1	solid
ACOAD1f	b2coa_c[c]	both	1	solid
ACOAD1f	fadh2_c[c]	both	1	solid
btnso_c[c]	BSORx	forward	1	solid
BSORx	btn_c[c]	forward	1	solid
btnso_c[c]	BSORy	forward	1	solid
BSORy	btn_c[c]	forward	1	solid
BSORx	nad_c[c]	forward	1	solid
BSORy	nadp_c[c]	forward	1	solid
but2eACP_c[c]	EAR40x	forward	1	solid
EAR40x	butACP_c[c]	forward	1	solid
but2eACP_c[c]	EAR40y	forward	1	solid
EAR40y	butACP_c[c]	forward	1	solid
EAR40x	nad_c[c]	forward	1	solid
EAR40y	nadp_c[c]	forward	1	solid
butACP_c[c]	3OAS60	forward	1	solid
3OAS60	3ohexACP_c[c]	forward	1	solid
3OAS60	co2_c[c]	forward	1	solid
but_c[c]	BUTCT	forward	1	solid
but_e[e]	BUTtex	both	1	solid
BUTtex	but_p[p]	both	1	solid
but_p[p]	BUTt2rpp	both	1	solid
BUTt2rpp	but_c[c]	both	1	solid
butso3_c[c]	FDMO4	forward	1	solid
FDMO4	btal_c[c]	forward	1	solid
FDMO4	fmn_c[c]	forward	1	solid
butso3_e[e]	BUTSO3tex	both	1	solid
BUTSO3tex	butso3_p[p]	both	1	solid
butso3_p[p]	BUTSO3abcpp	forward	1	solid
camp_c[c]	PDE1	forward	1	solid
PDE1	amp_c[c]	forward	1	solid
cbi_c[c]	CBIAT	both	1	solid
cbi_e[e]	CBItonex	forward	1	solid
CBItonex	cbi_p[p]	forward	1	solid
cbi_p[p]	CBIuabcpp	forward	1	solid
cbl1_c[c]	CBLAT	both	1	solid
cbl1_e[e]	CBL1tonex	forward	1	solid
CBL1tonex	cbl1_p[p]	forward	1	solid
cbl1_p[p]	CBL1abcpp	forward	1	solid
cbp_c[c]	ASPCT	forward	1	solid
cbp_c[c]	OCBT	both	1	solid
OCBT	citr__L_c[c]	both	1	solid
cddec5eACP_c[c]	3OAS141	forward	1	solid
3OAS141	3ocmrs7eACP_c[c]	forward	1	solid
3OAS141	co2_c[c]	forward	1	solid
cdec3eACP_c[c]	3OAS121	forward	1	solid
3OAS121	3ocddec5eACP_c[c]	forward	1	solid
3OAS121	co2_c[c]	forward	1	solid
cdp_c[c]	NDPK3	both	1	solid
cdp_c[c]	NTP5	back	1	solid
NTP5	ctp_c[c]	back	1	solid
cdp_c[c]	RNDR3	forward	1	solid
RNDR3	dcdp_c[c]	forward	1	solid
cdp_c[c]	RNDR3b	forward	1	solid
RNDR3b	dcdp_c[c]	forward	1	solid
cdpdddecg_c[c]	CDAPPA120	forward	1	solid
CDAPPA120	cmp_c[c]	forward	1	solid
cdpdddecg_c[c]	PGSA120	forward	1	solid
PGSA120	cmp_c[c]	forward	1	solid
cdpdddecg_c[c]	PSSA120	forward	1	solid
PSSA120	cmp_c[c]	forward	1	solid
CDAPPA120	pa120_c[c]	forward	1	solid
cdpdddecg_c[c]	DASYN120	back	1	solid
DASYN120	pa120_c[c]	back	1	solid
PGSA120	pgp120_c[c]	forward	1	solid
PSSA120	ps120_c[c]	forward	1	solid
cdpdhdec9eg_c[c]	CDAPPA161	forward	1	solid
CDAPPA161	cmp_c[c]	forward	1	solid
cdpdhdec9eg_c[c]	PGSA161	forward	1	solid
PGSA161	cmp_c[c]	forward	1	solid
cdpdhdec9eg_c[c]	PSSA161	forward	1	solid
PSSA161	cmp_c[c]	forward	1	solid
CDAPPA161	pa161_c[c]	forward	1	solid
cdpdhdec9eg_c[c]	DASYN161	back	1	solid
DASYN161	pa161_c[c]	back	1	solid
PGSA161	pgp161_c[c]	forward	1	solid
PSSA161	ps161_c[c]	forward	1	solid
cdpdhdecg_c[c]	CDAPPA160	forward	1	solid
CDAPPA160	cmp_c[c]	forward	1	solid
cdpdhdecg_c[c]	PGSA160	forward	1	solid
PGSA160	cmp_c[c]	forward	1	solid
cdpdhdecg_c[c]	PSSA160	forward	1	solid
PSSA160	cmp_c[c]	forward	1	solid
CDAPPA160	pa160_c[c]	forward	1	solid
cdpdhdecg_c[c]	DASYN160	back	1	solid
DASYN160	pa160_c[c]	back	1	solid
PGSA160	pgp160_c[c]	forward	1	solid
PSSA160	ps160_c[c]	forward	1	solid
cdpdodec11eg_c[c]	CDAPPA181	forward	1	solid
CDAPPA181	cmp_c[c]	forward	1	solid
cdpdodec11eg_c[c]	PGSA181	forward	1	solid
PGSA181	cmp_c[c]	forward	1	solid
cdpdodec11eg_c[c]	PSSA181	forward	1	solid
PSSA181	cmp_c[c]	forward	1	solid
CDAPPA181	pa181_c[c]	forward	1	solid
cdpdodec11eg_c[c]	DASYN181	back	1	solid
DASYN181	pa181_c[c]	back	1	solid
PGSA181	pgp181_c[c]	forward	1	solid
PSSA181	ps181_c[c]	forward	1	solid
cdpdodecg_c[c]	CDAPPA180	forward	1	solid
CDAPPA180	cmp_c[c]	forward	1	solid
cdpdodecg_c[c]	PGSA180	forward	1	solid
PGSA180	cmp_c[c]	forward	1	solid
cdpdodecg_c[c]	PSSA180	forward	1	solid
PSSA180	cmp_c[c]	forward	1	solid
CDAPPA180	pa180_c[c]	forward	1	solid
cdpdodecg_c[c]	DASYN180	back	1	solid
DASYN180	pa180_c[c]	back	1	solid
PGSA180	pgp180_c[c]	forward	1	solid
PSSA180	ps180_c[c]	forward	1	solid
cdpdtdec7eg_c[c]	CDAPPA141	forward	1	solid
CDAPPA141	cmp_c[c]	forward	1	solid
cdpdtdec7eg_c[c]	PGSA141	forward	1	solid
PGSA141	cmp_c[c]	forward	1	solid
cdpdtdec7eg_c[c]	PSSA141	forward	1	solid
PSSA141	cmp_c[c]	forward	1	solid
CDAPPA141	pa141_c[c]	forward	1	solid
cdpdtdec7eg_c[c]	DASYN141	back	1	solid
DASYN141	pa141_c[c]	back	1	solid
PGSA141	pgp141_c[c]	forward	1	solid
PSSA141	ps141_c[c]	forward	1	solid
cdpdtdecg_c[c]	CDAPPA140	forward	1	solid
CDAPPA140	cmp_c[c]	forward	1	solid
cdpdtdecg_c[c]	PGSA140	forward	1	solid
PGSA140	cmp_c[c]	forward	1	solid
cdpdtdecg_c[c]	PSSA140	forward	1	solid
PSSA140	cmp_c[c]	forward	1	solid
CDAPPA140	pa140_c[c]	forward	1	solid
cdpdtdecg_c[c]	DASYN140	back	1	solid
DASYN140	pa140_c[c]	back	1	solid
PGSA140	pgp140_c[c]	forward	1	solid
PSSA140	ps140_c[c]	forward	1	solid
cechddd_c[c]	DHPPD	forward	1	solid
DHPPD	dhpppn_c[c]	forward	1	solid
DHPPD	nadh_c[c]	forward	1	solid
cechddd_c[c]	PPPNDO	back	1	solid
PPPNDO	nadh_c[c]	back	1	solid
cenchddd_c[c]	DHCIND	forward	1	solid
